Pot.No,Block,Realized_PosA,Realized_PosB,AccID_Tester_posA,AccID_Target_posB,CommunityType,RealizedComposition,Rosette_PosA_22to24March,Rosette_PosB_22to24March,DateOfFirstFlowering.PosA,DateOfFirstFlowering.PosB,washingDateRoot,RootMass_mg,RootMass_mg_corrected,Biomass_mg_posA,Biomass_mg_posB,PotBiomass_mg
G1223,b2,Ler,Sf2,6932,7328,mixture,Ler Sf2,7.5,8,03/27/2016,NA,NA,NA,NA,397,376,773
G1224,b2,Ler,St0,6932,8387,mixture,Ler St0,8,9,03/27/2016,03/31/2016,NA,NA,NA,301,625,926
G1225,b2,Ler,Cvi,6932,6911,mixture,Ler Cvi,8,7,03/27/2016,03/24/2016,NA,NA,NA,560,260,820
G1226,b2,Ler,Ci17,6932,6907,mixture,Ler Ci17,6,7.5,03/27/2016,NA,NA,NA,NA,442,606,1048
G1227,b2,Ler,Kno10,6932,6927,mixture,Ler Kno10,8,8,03/27/2016,NA,NA,NA,NA,485,487,972
G1228,b2,Ler,Kn-0,6932,7186,mixture,Ler Kn-0,7,8.5,03/27/2016,03/29/2016,NA,NA,NA,384,832,1216
G1229,b2,Ler,Pu27,6932,6956,mixture,Ler Pu27,7,8.5,03/27/2016,NA,NA,NA,NA,339,513,852
G1230,b2,Ler,Sq1,6932,6966,mixture,Ler Sq1,8,9,03/27/2016,NA,NA,NA,NA,537,559,1096
G1231,b2,Ler,Ull25,6932,6974,mixture,Ler Ull25,8,7,03/27/2016,04/03/2016,NA,NA,NA,483,451,934
G1232,b2,Ler,Ag,6932,6897,mixture,Ler Ag,7,7,03/27/2016,NA,NA,NA,NA,436,352,788
G1233,b2,Ler,Gy,6932,8214,mixture,Ler Gy,7.5,8,03/24/2016,04/07/2016,NA,NA,NA,451,282,733
G1234,b2,Ler,Bor4,6932,6903,mixture,Ler Bor4,7.5,7.5,03/27/2016,04/05/2016,04/21/2012,192.5,255.34,502,517,1019
G1235,b2,Ler,Fab4,6932,6918,mixture,Ler Fab4,NA,NA,03/27/2016,NA,04/21/2012,87.2,150.04,521,179,700
G1236,b2,Ler,Ga,6932,6919,mixture,Ler Ga,7,7,03/27/2016,04/03/2016,NA,NA,NA,442,599,1041
G1237,b2,Ler,Kno18,6932,6928,mixture,Ler Kno18,5.5,8,03/29/2016,NA,NA,NA,NA,353,523,876
G1238,b2,Ler,Mt0,6932,6939,mixture,Ler Mt0,8,8,03/27/2016,03/27/2016,NA,NA,NA,390,505,895
G1239,b2,Ler,Omo21,6932,7518,mixture,Ler Omo21,NA,NA,03/27/2016,NA,NA,NA,NA,456,373,829
G1240,b2,Ler,Pu223,6932,6951,mixture,Ler Pu223,8,8.5,03/24/2016,03/31/2016,04/21/2012,144,206.84,445,675,1120
G1241,b2,Ler,Rrs10,6932,7515,mixture,Ler Rrs10,7,7,03/27/2016,NA,NA,NA,NA,405,425,830
G1242,b2,Ler,Fei,6932,8215,mixture,Ler Fei,6.5,10,03/27/2016,04/03/2016,NA,NA,NA,385,584,969
G1243,b2,Ler,Kas,6932,8424,mixture,Ler Kas,7,8.5,03/27/2016,NA,NA,NA,NA,319,689,1008
G1244,b2,Ler,No,6932,7275,mixture,Ler No,6.5,8.5,03/27/2016,03/22/2016,NA,NA,NA,343,466,809
G1245,b2,Ler,Bla1,6932,8264,mixture,Ler Bla1,7,9,03/27/2016,NA,NA,NA,NA,521,267,788
G1246,b2,Ler,Can,6932,8274,mixture,Ler Can,7,8,03/27/2016,NA,NA,NA,NA,443,423,866
G1247,b2,Ler,Ge,6932,8297,mixture,Ler Ge,4,9,03/27/2016,NA,NA,NA,NA,227,591,818
G1248,b2,Ler,Wil2,6932,7413,mixture,Ler Wil2,7.5,9,03/27/2016,03/22/2016,NA,NA,NA,498,681,1179
G1249,b2,C24,Ci5,6906,6908,mixture,C24 Ci5,7.5,5.5,04/03/2016,NA,NA,NA,NA,521,465,986
G1250,b2,C24,Ll0,6906,6933,mixture,C24 Ll0,7.5,6.5,03/31/2016,04/12/2016,NA,NA,NA,571,254,825
G1251,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1252,b2,C24,Nfa8,6906,6944,mixture,C24 Nfa8,7.5,9,03/29/2016,03/29/2016,04/20/2012,126.9,183.53,596,474,1070
G1253,b2,C24,Spr16,6906,6965,mixture,C24 Spr16,8,6,03/29/2016,NA,04/20/2012,130.4,187.03,541,218,759
G1254,b2,C24,Ts5,6906,6971,mixture,C24 Ts5,8,8.5,04/03/2016,NA,04/21/2012,134.2,197.04,546,402,948
G1255,b2,C24,Kz9,6906,6931,mixture,C24 Kz9,8.5,9.5,03/29/2016,03/31/2016,04/21/2012,116,178.84,594,615,1209
G1256,b2,C24,An1,6906,6898,mixture,C24 An1,7.5,8,04/03/2016,03/20/2016,NA,NA,NA,572,372,944
G1257,b2,C24,Bay,6906,6899,mixture,C24 Bay,7,8.5,04/03/2016,03/27/2016,NA,NA,NA,471,727,1198
G1258,b2,C24,Bil5,6906,6900,mixture,C24 Bil5,8.5,6.5,03/29/2016,NA,04/21/2012,74.8,137.64,725,98,823
G1259,b2,C24,Bil7,6906,6901,mixture,C24 Bil7,8,7,03/31/2016,NA,NA,NA,NA,738,148,886
G1260,b2,C24,Bor1,6906,5837,mixture,C24 Bor1,7.5,7,03/31/2016,04/03/2016,04/21/2012,107.1,169.94,487,477,964
G1261,b2,C24,Br0,6906,6904,mixture,C24 Br0,8,8,03/31/2016,NA,NA,NA,NA,541,512,1053
G1262,b2,C24,Bur,6906,6905,mixture,C24 Bur,NA,NA,03/31/2016,NA,NA,NA,NA,445,691,1136
G1263,b2,C24,C24,6906,6906,monoculture,C24 C24,8.5,8.5,03/29/2016,03/29/2016,04/21/2012,100.6,163.44,553,666,1219
G1264,b2,C24,Col,6906,6909,mixture,C24 Col,7.5,8,03/31/2016,03/29/2016,04/21/2012,155.6,218.44,633,501,1134
G1265,b2,C24,Ct,6906,6910,mixture,C24 Ct,7.5,8,03/29/2016,03/27/2016,04/20/2012,93,149.63,563,360,923
G1266,b2,C24,Ed1,6906,6009,mixture,C24 Ed1,8,8,03/29/2016,NA,NA,NA,NA,788,208,996
G1267,b2,C24,Ed2,6906,6913,mixture,C24 Ed2,7,6,04/03/2016,NA,NA,NA,NA,773,152,925
G1268,b2,C24,Edi0,6906,6914,mixture,C24 Edi0,8,7.5,03/29/2016,NA,NA,NA,NA,555,503,1058
G1269,b2,C24,Ei2,6906,6915,mixture,C24 Ei2,8.5,8.5,03/31/2016,04/07/2016,NA,NA,NA,591,587,1178
G1270,b2,C24,Est,6906,6916,mixture,C24 Est,6.5,8,03/31/2016,03/29/2016,NA,NA,NA,554,283,837
G1271,b2,C24,Fab2,6906,6917,mixture,C24 Fab2,6.5,7.5,03/31/2016,NA,NA,NA,NA,423,283,706
G1272,b2,C24,Got22,6906,6920,mixture,C24 Got22,6.5,9.5,04/05/2016,NA,04/21/2012,130,192.84,423,465,888
G1273,b2,C24,Got7,6906,6921,mixture,C24 Got7,7,8.5,04/03/2016,NA,NA,NA,NA,487,453,940
G1274,b2,C24,Gu0,6906,6922,mixture,C24 Gu0,7,7,04/03/2016,03/29/2016,04/20/2012,71.1,127.73,580,219,799
G1275,b2,C24,Kin,6906,6926,mixture,C24 Kin,7.5,8,03/29/2016,04/05/2016,NA,NA,NA,660,555,1215
G1276,b2,C24,Kond,6906,6929,mixture,C24 Kond,7.5,9.5,03/31/2016,04/03/2016,NA,NA,NA,387,604,991
G1277,b2,C24,Ler,6906,6932,mixture,C24 Ler,7.5,7,03/31/2016,03/27/2016,NA,NA,NA,660,561,1221
G1278,b2,C24,Lov1,6906,6043,mixture,C24 Lov1,7,7.5,04/03/2016,NA,04/21/2012,61.2,124.04,422,212,634
G1279,b2,C24,Lov5,6906,6046,mixture,C24 Lov5,8.5,6.5,03/31/2016,NA,NA,NA,NA,643,101,744
G1280,b2,C24,Lp22,6906,7520,mixture,C24 Lp22,8,9,03/31/2016,03/27/2016,NA,NA,NA,570,701,1271
G1281,b2,C24,Lz,6906,6936,mixture,C24 Lz,7,10.5,03/31/2016,04/12/2016,04/20/2012,185,241.63,420,594,1014
G1282,b2,C24,Mrk,6906,6937,mixture,C24 Mrk,7.5,9,03/31/2016,04/03/2016,NA,NA,NA,495,655,1150
G1283,b2,C24,Mz,6906,6940,mixture,C24 Mz,8,5,03/29/2016,03/31/2016,NA,NA,NA,872,100,972
G1284,b2,C24,Nd,6906,6942,mixture,C24 Nd,7.5,8.5,03/31/2016,03/24/2016,04/21/2012,121.9,184.74,589,583,1172
G1285,b2,C24,Nok3,6906,6945,mixture,C24 Nok3,7,8.5,03/31/2016,NA,NA,NA,NA,527,571,1098
G1286,b2,C24,Omo23,6906,7519,mixture,C24 Omo23,7.5,7.5,03/31/2016,NA,04/20/2012,104.4,161.03,399,376,775
G1287,b2,C24,Oy,6906,6946,mixture,C24 Oy,8.5,7,03/29/2016,04/05/2016,04/21/2012,100.2,163.04,611,443,1054
G1288,b2,C24,Pna10,6906,7526,mixture,C24 Pna10,7.5,7.5,03/31/2016,NA,NA,NA,NA,546,402,948
G1289,b2,C24,Pna17,6906,7523,mixture,C24 Pna17,8,7,03/29/2016,NA,NA,NA,NA,672,352,1024
G1290,b2,C24,Pro,6906,8213,mixture,C24 Pro,8.5,7,03/31/2016,03/24/2016,NA,NA,NA,754,346,1100
G1291,b2,C24,Ra,6906,6958,mixture,C24 Ra,8,9.5,03/31/2016,03/27/2016,04/21/2012,182.6,245.44,498,796,1294
G1292,b2,C24,Ren1,6906,6959,mixture,C24 Ren1,7,7,03/31/2016,04/07/2016,04/21/2012,120,182.84,440,510,950
G1293,b2,C24,Ren11,6906,6960,mixture,C24 Ren11,8,9,03/27/2016,03/24/2016,NA,NA,NA,635,652,1287
G1294,b2,C24,Rmx2,6906,7524,mixture,C24 Rmx2,8,6.5,04/03/2016,NA,NA,NA,NA,514,369,883
G1295,b2,C24,Rmx180,6906,7525,mixture,C24 Rmx180,9.5,8.5,03/29/2016,04/07/2016,NA,NA,NA,652,546,1198
G1296,b2,C24,Rrs7,6906,7514,mixture,C24 Rrs7,8,6.5,03/31/2016,NA,NA,NA,NA,512,395,907
G1297,b2,C24,Se,6906,6961,mixture,C24 Se,8,8,03/31/2016,NA,NA,NA,NA,683,287,970
G1298,b2,C24,Sha,6906,6962,mixture,C24 Sha,8,7.5,03/31/2016,03/27/2016,04/20/2012,117.9,174.53,533,447,980
G1299,b2,C24,Sorbo,6906,6963,mixture,C24 Sorbo,9,8.5,03/27/2016,NA,NA,NA,NA,577,534,1111
G1300,b2,C24,Tamm2,6906,6968,mixture,C24 Tamm2,8.5,7,03/27/2016,NA,NA,NA,NA,572,294,866
G1301,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1302,b2,C24,Ts1,6906,6970,mixture,C24 Ts1,8,7.5,03/31/2016,04/12/2016,04/21/2012,140.1,202.94,687,300,987
G1303,b2,C24,Tsu1,6906,6972,mixture,C24 Tsu1,8.5,10,03/29/2016,03/31/2016,NA,NA,NA,505,768,1273
G1304,b2,C24,Ull23,6906,6973,mixture,C24 Ull23,8,8.5,03/31/2016,03/27/2016,04/20/2012,107.9,164.53,421,628,1049
G1305,b2,C24,Uod1,6906,6975,mixture,C24 Uod1,8.5,6.5,03/27/2016,03/29/2016,NA,NA,NA,821,420,1241
G1306,b2,C24,Uod7,6906,6976,mixture,C24 Uod7,7.5,7,03/29/2016,NA,NA,NA,NA,510,385,895
G1307,b2,C24,Van,6906,6977,mixture,C24 Van,8,7,03/31/2016,03/29/2016,NA,NA,NA,675,450,1125
G1308,b2,C24,Var21,6906,7516,mixture,C24 Var21,7.5,7,03/31/2016,NA,NA,NA,NA,530,254,784
G1309,b2,C24,Var26,6906,7517,mixture,C24 Var26,7,8,04/03/2016,NA,NA,NA,NA,587,273,860
G1310,b2,C24,Wa,6906,6978,mixture,C24 Wa,7.5,7.5,03/31/2016,03/27/2016,04/21/2012,127.3,190.14,714,373,1087
G1311,b2,C24,Wie,6906,6979,mixture,C24 Wie,8.5,8.5,03/31/2016,03/20/2016,NA,NA,NA,691,428,1119
G1312,b2,C24,Ws0,6906,6980,mixture,C24 Ws0,8,8.5,03/29/2016,NA,NA,NA,NA,532,546,1078
G1313,b2,C24,Ws2,6906,6981,mixture,C24 Ws2,8,7,03/31/2016,03/22/2016,NA,NA,NA,690,380,1070
G1314,b2,C24,Wt5,6906,6982,mixture,C24 Wt5,8,7.5,03/31/2016,04/03/2016,04/21/2012,140.2,203.04,541,453,994
G1315,b2,C24,Yo,6906,6983,mixture,C24 Yo,8,8,03/31/2016,NA,04/21/2012,174.1,236.94,512,469,981
G1316,b2,C24,Zdr,6906,6984,mixture,C24 Zdr,7,8.5,03/31/2016,03/22/2016,NA,NA,NA,652,575,1227
G1317,b2,C24,Sav,6906,8412,mixture,C24 Sav,7.5,7,03/27/2016,03/20/2016,NA,NA,NA,646,375,1021
G1318,b2,C24,Uk,6906,7378,mixture,C24 Uk,9,7.5,03/31/2016,NA,NA,NA,NA,640,355,995
G1319,b2,C24,Sf2,6906,7328,mixture,C24 Sf2,7,10,04/03/2016,04/07/2016,NA,NA,NA,532,393,925
G1320,b2,C24,St0,6906,8387,mixture,C24 St0,8.5,8.5,03/29/2016,04/03/2016,04/21/2012,127.1,189.94,504,573,1077
G1321,b2,C24,Cvi,6906,6911,mixture,C24 Cvi,8,7,03/31/2016,03/27/2016,NA,NA,NA,542,194,736
G1322,b2,C24,Ci17,6906,6907,mixture,C24 Ci17,8.5,6.5,03/29/2016,NA,04/21/2012,133.2,196.04,674,351,1025
G1323,b2,C24,Kno10,6906,6927,mixture,C24 Kno10,8,7,03/31/2016,NA,NA,NA,NA,518,383,901
G1324,b2,C24,Kn-0,6906,7186,mixture,C24 Kn-0,7,9,03/29/2016,03/31/2016,NA,NA,NA,448,643,1091
G1325,b2,C24,Pu27,6906,6956,mixture,C24 Pu27,8,7.5,03/29/2016,NA,04/21/2012,130.2,193.04,849,310,1159
G1326,b2,C24,Sq1,6906,6966,mixture,C24 Sq1,7.5,7,03/31/2016,NA,NA,NA,NA,628,417,1045
G1327,b2,C24,Ull25,6906,6974,mixture,C24 Ull25,6.5,6.5,04/03/2016,04/03/2016,NA,NA,NA,476,593,1069
G1328,b2,C24,Ag,6906,6897,mixture,C24 Ag,7.5,7,03/31/2016,NA,04/21/2012,117.4,180.24,442,366,808
G1329,b2,C24,Gy,6906,8214,mixture,C24 Gy,8,8,03/31/2016,04/07/2016,NA,NA,NA,639,269,908
G1330,b2,C24,Bor4,6906,6903,mixture,C24 Bor4,8.5,7,03/29/2016,04/10/2016,NA,NA,NA,564,364,928
G1331,b2,C24,Fab4,6906,6918,mixture,C24 Fab4,7.5,7,04/03/2016,NA,NA,NA,NA,604,193,797
G1332,b2,C24,Ga,6906,6919,mixture,C24 Ga,8,8,03/27/2016,04/05/2016,NA,NA,NA,582,625,1207
G1333,b2,C24,Kno18,6906,6928,mixture,C24 Kno18,7,7.5,03/31/2016,NA,NA,NA,NA,515,451,966
G1334,b2,C24,Mt0,6906,6939,mixture,C24 Mt0,7,6.5,04/03/2016,03/27/2016,04/21/2012,101.9,164.74,528,454,982
G1335,b2,C24,Omo21,6906,7518,mixture,C24 Omo21,8.5,10,04/03/2016,NA,04/21/2012,137.9,200.74,629,353,982
G1336,b2,C24,Pu223,6906,6951,mixture,C24 Pu223,8,8.5,03/31/2016,04/03/2016,04/21/2012,157.6,220.44,591,524,1115
G1337,b2,C24,Rrs10,6906,7515,mixture,C24 Rrs10,8,6.5,03/29/2016,NA,NA,NA,NA,653,309,962
G1338,b2,C24,Fei,6906,8215,mixture,C24 Fei,8,10.5,03/29/2016,03/29/2016,04/21/2012,134.6,197.44,552,601,1153
G1339,b2,C24,Kas,6906,8424,mixture,C24 Kas,7.5,9,03/29/2016,NA,NA,NA,NA,513,524,1037
G1340,b2,C24,No,6906,7275,mixture,C24 No,8,9,03/31/2016,03/20/2016,04/21/2012,114.6,177.44,494,620,1114
G1341,b2,C24,Bla1,6906,8264,mixture,C24 Bla1,8,10.5,03/27/2016,NA,NA,NA,NA,640,242,882
G1342,b2,C24,Can,6906,8274,mixture,C24 Can,9,8,03/29/2016,NA,NA,NA,NA,806,359,1165
G1343,b2,C24,Ge,6906,8297,mixture,C24 Ge,7.5,9,04/03/2016,NA,04/20/2012,120.4,177.03,434,357,791
G1344,b2,C24,Wil2,6906,7413,mixture,C24 Wil2,8,9,03/31/2016,03/27/2016,NA,NA,NA,495,547,1042
G1345,b2,Bay,Ci5,6899,6908,mixture,Bay Ci5,NA,NA,03/22/2016,NA,NA,NA,NA,848,254,1102
G1346,b2,Bay,NA,6899,NA,single,Bay,8.5,NA,03/27/2016,NA,NA,NA,NA,1027,NA,NA
G1347,b2,Bay,Nfa10,6899,6943,mixture,Bay Nfa10,8.5,6,03/27/2016,04/05/2016,NA,NA,NA,817,255,1072
G1348,b2,Bay,Nfa8,6899,6944,mixture,Bay Nfa8,9.5,9,03/24/2016,03/27/2016,NA,NA,NA,755,354,1109
G1349,b2,Bay,NA,6899,NA,single,Bay,9,NA,03/27/2016,NA,04/21/2012,112.5,175.34,1086,NA,NA
G1350,b2,Bay,Ts5,6899,6971,mixture,Bay Ts5,8.5,8,03/27/2016,NA,NA,NA,NA,719,322,1041
G1351,b2,Bay,Kz9,6899,6931,mixture,Bay Kz9,9,7.5,03/27/2016,04/03/2016,NA,NA,NA,599,409,1008
G1352,b2,Bay,An1,6899,6898,mixture,Bay An1,8,8,03/24/2016,03/22/2016,04/21/2012,97.8,160.64,710,297,1007
G1353,b2,Bay,Bay,6899,6899,monoculture,Bay Bay,9.5,8,03/22/2016,03/22/2016,NA,NA,NA,729,613,1342
G1354,b2,Bay,Bil5,6899,6900,mixture,Bay Bil5,8.5,6,03/27/2016,NA,04/21/2012,48.1,110.94,685,84,769
G1355,b2,Bay,Bil7,6899,6901,mixture,Bay Bil7,8.5,6.5,03/27/2016,NA,NA,NA,NA,970,69,1039
G1356,b2,Bay,Bor1,6899,5837,mixture,Bay Bor1,8.5,6,03/27/2016,04/05/2016,NA,NA,NA,834,419,1253
G1357,b2,Bay,Br0,6899,6904,mixture,Bay Br0,9,7,03/27/2016,NA,NA,NA,NA,628,382,1010
G1358,b2,Bay,Bur,6899,6905,mixture,Bay Bur,8.5,10,03/22/2016,04/03/2016,04/21/2012,168.8,231.64,619,785,1404
G1359,b2,Bay,C24,6899,6906,mixture,Bay C24,9.5,8,03/24/2016,03/27/2016,04/21/2012,134.7,197.54,597,572,1169
G1360,b2,Bay,Col,6899,6909,mixture,Bay Col,8,8.5,03/27/2016,03/29/2016,04/21/2012,83,145.84,498,402,900
G1361,b2,Bay,Ct,6899,6910,mixture,Bay Ct,9,8,03/22/2016,03/27/2016,NA,NA,NA,693,375,1068
G1362,b2,Bay,Ed1,6899,6009,mixture,Bay Ed1,10,8,03/24/2016,NA,NA,NA,NA,922,137,1059
G1363,b2,Bay,Ed2,6899,6913,mixture,Bay Ed2,9,7,03/24/2016,NA,NA,NA,NA,831,161,992
G1364,b2,Bay,Edi0,6899,6914,mixture,Bay Edi0,8.5,8.5,03/27/2016,NA,NA,NA,NA,728,404,1132
G1365,b2,Bay,Ei2,6899,6915,mixture,Bay Ei2,9,7.5,03/27/2016,04/12/2016,04/21/2012,93.1,155.94,713,347,1060
G1366,b2,Bay,Est,6899,6916,mixture,Bay Est,8,10,03/27/2016,03/27/2016,NA,NA,NA,570,332,902
G1367,b2,Bay,Fab2,6899,6917,mixture,Bay Fab2,8.5,6.5,03/27/2016,NA,NA,NA,NA,815,215,1030
G1368,b2,Bay,Got22,6899,6920,mixture,Bay Got22,8,10,03/27/2016,NA,NA,NA,NA,679,378,1057
G1369,b2,Bay,Got7,6899,6921,mixture,Bay Got7,8.5,9,03/24/2016,NA,NA,NA,NA,696,336,1032
G1370,b2,Bay,Gu0,6899,6922,mixture,Bay Gu0,7.5,7,03/27/2016,03/27/2016,NA,NA,NA,662,303,965
G1371,b2,Bay,Kin,6899,6926,mixture,Bay Kin,9,7.5,03/24/2016,04/10/2016,NA,NA,NA,657,358,1015
G1372,b2,Bay,Kond,6899,6929,mixture,Bay Kond,7,7.5,03/31/2016,04/05/2016,NA,NA,NA,618,538,1156
G1373,b2,Bay,Ler,6899,6932,mixture,Bay Ler,9,7,03/22/2016,03/24/2016,NA,NA,NA,825,353,1178
G1374,b2,Bay,Lov1,6899,6043,mixture,Bay Lov1,8,7.5,03/27/2016,NA,NA,NA,NA,890,139,1029
G1375,b2,Bay,Lov5,6899,6046,mixture,Bay Lov5,9,8,03/24/2016,NA,NA,NA,NA,859,164,1023
G1376,b2,Bay,Lp22,6899,7520,mixture,Bay Lp22,9,8,03/27/2016,03/29/2016,NA,NA,NA,659,640,1299
G1377,b2,Bay,Lz,6899,6936,mixture,Bay Lz,8.5,7,03/24/2016,04/12/2016,NA,NA,NA,703,340,1043
G1378,b2,Bay,Mrk,6899,6937,mixture,Bay Mrk,9.5,8.5,03/27/2016,04/03/2016,04/21/2012,136.2,199.04,607,443,1050
G1379,b2,Bay,Mz,6899,6940,mixture,Bay Mz,8.5,5.5,03/27/2016,03/27/2016,NA,NA,NA,640,156,796
G1380,b2,Bay,Nd,6899,6942,mixture,Bay Nd,8,8.5,03/24/2016,03/22/2016,NA,NA,NA,615,460,1075
G1381,b2,Bay,Nok3,6899,6945,mixture,Bay Nok3,10,7.5,03/24/2016,NA,04/21/2012,143.9,206.74,781,361,1142
G1382,b2,Bay,Omo23,6899,7519,mixture,Bay Omo23,9,7,03/27/2016,NA,NA,NA,NA,654,297,951
G1383,b2,Bay,Oy,6899,6946,mixture,Bay Oy,9,8.5,03/22/2016,04/03/2016,04/21/2012,80.5,143.34,630,549,1179
G1384,b2,Bay,NA,6899,NA,single,Bay,NA,6.5,03/27/2016,NA,NA,NA,NA,675,NA,NA
G1385,b2,Bay,Pna17,6899,7523,mixture,Bay Pna17,8,6,03/27/2016,NA,04/21/2012,148.5,211.34,709,269,978
G1386,b2,Bay,Pro,6899,8213,mixture,Bay Pro,9.5,7,03/22/2016,03/27/2016,NA,NA,NA,826,361,1187
G1387,b2,Bay,Ra,6899,6958,mixture,Bay Ra,9,8,03/22/2016,03/27/2016,NA,NA,NA,689,434,1123
G1388,b2,Bay,Ren1,6899,6959,mixture,Bay Ren1,9,7,03/24/2016,04/07/2016,NA,NA,NA,680,387,1067
G1389,b2,Bay,Ren11,6899,6960,mixture,Bay Ren11,9,8,03/22/2016,03/27/2016,NA,NA,NA,933,507,1440
G1390,b2,Bay,Rmx2,6899,7524,mixture,Bay Rmx2,10,9,03/22/2016,NA,04/21/2012,152.8,215.64,664,436,1100
G1391,b2,Bay,Rmx180,6899,7525,mixture,Bay Rmx180,9,7.5,03/27/2016,04/10/2016,NA,NA,NA,566,476,1042
G1392,b2,Bay,Rrs7,6899,7514,mixture,Bay Rrs7,10,7.5,03/22/2016,NA,NA,NA,NA,823,447,1270
G1393,b2,Bay,Se,6899,6961,mixture,Bay Se,8.5,10,03/24/2016,NA,NA,NA,NA,725,363,1088
G1394,b2,Bay,Sha,6899,6962,mixture,Bay Sha,10,8,03/22/2016,03/27/2016,NA,NA,NA,815,522,1337
G1395,b2,Bay,Sorbo,6899,6963,mixture,Bay Sorbo,10,9,03/22/2016,NA,NA,NA,NA,680,399,1079
G1396,b2,Bay,Tamm2,6899,6968,mixture,Bay Tamm2,9,7,03/27/2016,NA,NA,NA,NA,862,170,1032
G1397,b2,Bay,Tamm27,6899,6969,mixture,Bay Tamm27,8,7.5,03/24/2016,NA,NA,NA,NA,745,243,988
G1398,b2,Bay,Ts1,6899,6970,mixture,Bay Ts1,9.5,8,03/22/2016,04/05/2016,NA,NA,NA,709,407,1116
G1399,b2,Bay,Tsu1,6899,6972,mixture,Bay Tsu1,10,9,03/24/2016,03/31/2016,NA,NA,NA,530,629,1159
G1400,b2,Bay,Ull23,6899,6973,mixture,Bay Ull23,8,7.5,03/24/2016,03/31/2016,NA,NA,NA,557,550,1107
G1401,b2,Bay,Uod1,6899,6975,mixture,Bay Uod1,9.5,7,03/27/2016,03/29/2016,04/21/2012,128.1,190.94,690,379,1069
G1402,b2,Bay,Uod7,6899,6976,mixture,Bay Uod7,9.5,7.5,03/24/2016,NA,NA,NA,NA,610,337,947
G1403,b2,Bay,Van,6899,6977,mixture,Bay Van,9,7,03/27/2016,03/31/2016,04/21/2012,144.6,207.44,695,346,1041
G1404,b2,Bay,Var21,6899,7516,mixture,Bay Var21,8.5,7,03/27/2016,NA,NA,NA,NA,673,208,881
G1405,b2,Bay,Var26,6899,7517,mixture,Bay Var26,NA,NA,03/24/2016,NA,NA,NA,NA,1043,222,1265
G1406,b2,Bay,Wa,6899,6978,mixture,Bay Wa,10,7,03/22/2016,03/27/2016,NA,NA,NA,799,330,1129
G1407,b2,Bay,Wie,6899,6979,mixture,Bay Wie,10,8.5,03/22/2016,03/20/2016,NA,NA,NA,719,337,1056
G1408,b2,Bay,Ws0,6899,6980,mixture,Bay Ws0,10.5,8.5,03/24/2016,NA,NA,NA,NA,940,395,1335
G1409,b2,NA,NA,NA,NA,monoculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1410,b2,Bay,Wt5,6899,6982,mixture,Bay Wt5,9.5,7,03/20/2016,04/03/2016,NA,NA,NA,835,332,1167
G1411,b2,Bay,Yo,6899,6983,mixture,Bay Yo,7.5,6.5,03/27/2016,NA,04/21/2012,190.3,253.14,655,373,1028
G1412,b2,Bay,Zdr,6899,6984,mixture,Bay Zdr,8.5,8,03/22/2016,03/24/2016,NA,NA,NA,623,474,1097
G1413,b2,Bay,Sav,6899,8412,mixture,Bay Sav,8.5,8.5,03/24/2016,03/20/2016,04/21/2012,137.6,200.44,755,457,1212
G1414,b2,Bay,Uk,6899,7378,mixture,Bay Uk,9,8,03/27/2016,04/10/2016,NA,NA,NA,676,462,1138
G1415,b2,Bay,Sf2,6899,7328,mixture,Bay Sf2,9,10.5,03/24/2016,NA,NA,NA,NA,592,445,1037
G1416,b2,Bay,St0,6899,8387,mixture,Bay St0,9,9,03/24/2016,04/03/2016,04/21/2012,139,201.84,626,560,1186
G1417,b2,Bay,Cvi,6899,6911,mixture,Bay Cvi,9.5,8,03/22/2016,03/27/2016,NA,NA,NA,926,276,1202
G1418,b2,Bay,Ci17,6899,6907,mixture,Bay Ci17,9.5,7.5,03/27/2016,NA,NA,NA,NA,636,482,1118
G1419,b2,Bay,Kno10,6899,6927,mixture,Bay Kno10,8.5,7,03/27/2016,NA,04/21/2012,146.8,209.64,805,378,1183
G1420,b2,Bay,Kn-0,6899,7186,mixture,Bay Kn-0,8.5,9.5,03/24/2016,03/27/2016,NA,NA,NA,654,683,1337
G1421,b2,Bay,Pu27,6899,6956,mixture,Bay Pu27,8.5,8.5,03/27/2016,04/07/2016,NA,NA,NA,719,572,1291
G1422,b2,Bay,Sq1,6899,6966,mixture,Bay Sq1,10.5,7.5,03/22/2016,NA,04/20/2012,143.9,200.53,881,305,1186
G1423,b2,Bay,Ull25,6899,6974,mixture,Bay Ull25,9,7,03/24/2016,04/03/2016,NA,NA,NA,715,378,1093
G1424,b2,Bay,Ag,6899,6897,mixture,Bay Ag,10.5,7.5,03/22/2016,NA,NA,NA,NA,882,355,1237
G1425,b2,Bay,Gy,6899,8214,mixture,Bay Gy,9.5,8,03/24/2016,04/10/2016,NA,NA,NA,764,229,993
G1426,b2,Bay,Bor4,6899,6903,mixture,Bay Bor4,7,7,03/27/2016,04/07/2016,04/20/2012,121.1,177.73,520,352,872
